Client: Synchrony
"Program: Synchrony CCB2B - HIA incremental 8_2026 (ID: 132959)"

Company,Category,Topic,ML Insights Score
Holiday Retirement(holidaytouch.com),administration,patient payments,67
Holiday Retirement(holidaytouch.com),financial,paypal pay in 4,75
Holiday Retirement(holidaytouch.com),financial,paypal credit,75
Holland Hospital(hollandhospital.org),personal finance,debt relief,77
Holland Hospital(hollandhospital.org),administration,patient payments,83
Holland Hospital(hollandhospital.org),financial,wells fargo (wfc),62
Holland Hospital(hollandhospital.org),administration,medical billing,70
Holland Hospital(hollandhospital.org),financial,paypal (pypl),81
Holland Hospital(hollandhospital.org),financial,afterpay,67
Holland Hospital(hollandhospital.org),financial,paypal pay in 4,75
Holland Hospital(hollandhospital.org),financial,paypal pay later,75
Holy Cross Health(holycrosshealth.org),administration,medical billing,95
Holy Cross Health(holycrosshealth.org),administration,patient payments,86
Home Care Assistance(homecareassistance.com),financial,klarna,92
Home Helpers Home Care(homehelpershomecare.com),transactions & payments,payment solutions,65
Home Helpers Home Care(homehelpershomecare.com),financial,afterpay,83
Home Helpers Home Care(homehelpershomecare.com),financial,zippay,67
Home Helpers Home Care(homehelpershomecare.com),financial,paypal pay later,62
Home Helpers Home Care(homehelpershomecare.com),administration,medical billing,72
Home Instead(homeinstead.com),administration,medical billing,65
Home Instead(homeinstead.com),financial,paypal pay in 4,62
Home Instead(homeinstead.com),financial,afterpay,67
Home Nursing Agency(homenursingagency.com),administration,patient payments,86
Home Nursing Agency(homenursingagency.com),financial,wells fargo (wfc),62
"Homenurse, Inc.(homenurse.net)",financial,wells fargo (wfc),75
Homewatch Caregivers(homewatchcaregivers.com),transactions & payments,payment solutions,67
Homewatch Caregivers(homewatchcaregivers.com),financial,afterpay,86
Homewatch Caregivers(homewatchcaregivers.com),administration,patient payments,65
Homewatch Caregivers(homewatchcaregivers.com),financial,paypal pay in 4,70
Hopebridge(hopebridge.com),financial,paypal pay in 4,86
Hosparus Health(hosparus.org),personal finance,debt relief,67
Hospice & Community Care(hospicecommunity.org),financial,wells fargo (wfc),91
Hospice & Community Care(hospicecommunity.org),administration,patient payments,67
Hospice & Palliative Care Buffalo(hospicebuffalo.com),personal finance,debt relief,75
Hospice Of Michigan(hom.org),financial,paypal pay in 4,96
Hospice Of Michigan(hom.org),financial,klarna,83
Hospice Of The Chesapeake(hospicechesapeake.org),financial,paypal pay in 4,72
Hospital Association Of Southern California (Hasc)(hasc.org),administration,patient payments,75
Hospital Bayfront Medical Center(bayfront.org),administration,patient payments,70
Hospital Sisters Health System(hshs.org),administration,patient payments,65
Hospital Sisters Health System(hshs.org),financial,afterpay,65
Hospital Sisters Health System(hshs.org),administration,medical billing,81
Hospital Sisters Health System(hshs.org),financial,paypal pay in 4,70
Howard Center(howardcenter.org),financial,wells fargo (wfc),85
Howard Center(howardcenter.org),personal finance,debt relief,94
Howard Center(howardcenter.org),financial,paypal (pypl),67
Howard University Hospital(huhealthcare.com),financial,paypal (pypl),75
Hru (Human Resources Unlimited)(hru.org),administration,medical billing,95
Hru (Human Resources Unlimited)(hru.org),financial,paypal (pypl),75
Hru (Human Resources Unlimited)(hru.org),financial,paypal pay in 4,90
Hshs Medical Group(hshsmedicalgroup.com),financial,paypal pay later,72
Hss(hss-us.com),financial,wells fargo (wfc),98
Hunt Regional Healthcare(huntregional.org),administration,patient payments,94
Hunt Regional Healthcare(huntregional.org),personal finance,debt relief,93
Hunterdon Health(hunterdonhealth.org),financial,wells fargo (wfc),79
Huntsville Hospital(huntsvillehospital.org),administration,medical billing,91
Hutchinson Clinic(hutchclinic.com),personal finance,debt relief,72
Iberia Comprehensive Community Health Center(icchc.org),financial,paypal pay later,79
Illinois Cancercare(illinoiscancercare.com),administration,patient payments,70
Illinois Rural Health Association(ilruralhealth.org),financial,paypal pay later,70
Illinois Rural Health Association(ilruralhealth.org),administration,medical billing,96
Included Health(includedhealth.com),financial,klarna,65
Independence Health System(excelahealth.org),financial,wells fargo (wfc),79
Indiana University Health(iuhealth.org),financial,wells fargo (wfc),88
Indiana University Health(iuhealth.org),financial,afterpay,70
Indiana University Health(iuhealth.org),accounting,credit Management,85
Indiana University Health(iuhealth.org),administration,medical billing,86
Indiana University Health(iuhealth.org),administration,patient payments,67
Inland Imaging(inlandimaging.com),financial,paypal pay in 4,98
Inland Imaging(inlandimaging.com),financial,afterpay,88
Inova Health(inova.org),administration,medical billing,100
Inova Health(inova.org),financial,paypal pay in 4,65
Inova Health(inova.org),financial,wells fargo (wfc),90
Inova Health(inova.org),administration,patient payments,77
Inova Health(inova.org),financial,afterpay,98
Inova Health(inovacareers.org),financial,paypal (pypl),62
Inova Health(inovacareers.org),administration,patient payments,83
Institute For Integrative Nutrition(integrativenutrition.com),administration,patient payments,75
Integramed Fertility(integramed.com),financial,paypal (pypl),67
Integramed Fertility(integramed.com),personal finance,debt relief,77
Integrated Medical Services (Ims)(imsaz.com),financial,wells fargo (wfc),65
Integrated Medical Services (Ims)(imsaz.com),financial,paypal (pypl),65
Integris Health(integrisok.com),administration,medical billing,97
Integris Health(integrisok.com),financial,afterpay,83
Integris Health(integrisok.com),administration,patient payments,75
Interactive Health(healthsolutions.com),financial,paypal (pypl),96
Interactive Health(healthsolutions.com),personal finance,debt relief,90
Interfaith Medical Center(interfaithmedical.com),financial,paypal pay in 4,98
Interfaith Medical Center(interfaithmedical.com),financial,paypal pay later,85
Interfaith Medical Center(interfaithmedical.com),financial,paypal (pypl),70
Interfaith Medical Center(interfaithmedical.com),financial,wells fargo (wfc),85
Interim Healthcare Inc.(interimhealthcare.com),administration,medical billing,88
Ipro(ipro.org),financial,wells fargo (wfc),81
Iqvia(iqvia.com),financial,wells fargo (wfc),85
Iqvia(iqvia.com),administration,medical billing,99
Iqvia(iqvia.com),administration,patient payments,98
"Isagenix Worldwide, LLC(isagenix.net)",personal finance,debt relief,79
"Isagenix Worldwide, LLC(isagenix.net)",administration,patient payments,86
"Isagenix Worldwide, LLC(isagenix.net)",administration,medical billing,77
Isagenix(isagenix.com),financial,wells fargo (wfc),77
Isagenix(isagenix.com),administration,medical billing,72
Island Health(islandhospital.org),financial,paypal (pypl),99
It Works! Global(myitworks.com),administration,patient payments,79
It Works! Global(myitworks.com),administration,medical billing,85
"Iu Health, Inc.(iumg.com)",financial,paypal (pypl),98
"Iu Health, Inc.(iumg.com)",financial,paypal pay later,70
"Iu Health, Inc.(iumg.com)",financial,klarna,90
"Iu Health, Inc.(iumg.com)",financial,wells fargo (wfc),91
Jeff Anderson Regional Medical Center(jarmc.org),financial,paypal (pypl),77
Jefferson Center For Mental Health(jcmh.org),financial,wells fargo (wfc),77
Jefferson Center For Mental Health(jcmh.org),administration,medical billing,88
"Jefferson County, Colorado(jeffco.us)",financial,wells fargo (wfc),62
"Jefferson County, Colorado(jeffco.us)",administration,medical billing,86
"Jefferson Regional, Pine Bluff(jrmc.org)",financial,paypal pay later,72
"Jefferson Regional, Pine Bluff(jrmc.org)",financial,paypal (pypl),67
Jenny Craig(jennycraig.com),administration,medical billing,97
Jenny Craig(jennycraig.com),administration,patient payments,99
Jewish Board Of Family And Children's Services(jewishboard.org),administration,medical billing,91
Jewish Board Of Family And Children's Services(jewishboard.org),financial,paypal pay in 4,86
John Muir Health(johnmuirhealth.com),administration,medical billing,95
John Muir Health(johnmuirhealth.com),financial,paypal (pypl),94
Johns Hopkins All Children's Hospital(allkids.org),financial,paypal credit,67
Johns Hopkins All Children's Hospital(allkids.org),financial,paypal pay later,91
Johns Hopkins All Children's Hospital(allkids.org),administration,patient payments,62
Johns Hopkins All Children's Hospital(allkids.org),administration,medical billing,90
Johns Hopkins All Children's Hospital(allkids.org),personal finance,debt relief,93
Johns Hopkins Medicine(hopkinsmedicine.org),administration,patient payments,72
Johns Hopkins Medicine(hopkinsmedicine.org),administration,medical billing,67
Johns Hopkins Medicine(hopkinsmedicine.org),financial,wells fargo (wfc),92
Johns Hopkins Medicine(hopkinsmedicine.org),financial,afterpay,83
Johns Hopkins Medicine(hopkinsmedicine.org),financial,sezzle,79
Johnston Memorial Hospital(jmh.org),personal finance,debt relief,75
Jps Health Network(jpshealthnet.org),financial,paypal pay later,70
Jps Health Network(jpshealthnet.org),administration,medical billing,90
Judson Senior Living(judsonsmartliving.org),administration,medical billing,77
Jupiter Medical Center(jupitermed.com),financial,paypal pay in 4,86
Jupiter Medical Center(jupitermed.com),financial,afterpay,72
Jupiter Medical Center(jupitermed.com),administration,patient payments,62
KIDS CARE CLINIC(dhha.org),financial,afterpay,62
KIDS CARE CLINIC(dhha.org),financial,paypal (pypl),67
KIDS CARE CLINIC(dhha.org),administration,patient payments,90
Kadlec Medical Center(kadlecmed.org),financial,sezzle,65
Kadlec(kadlec.org),administration,medical billing,86
Kadlec(kadlec.org),financial,paypal pay in 4,98
Kaiser Permanente(kaiserpermanente.org),personal finance,debt relief,85
Kaiser Permanente(kaiserpermanente.org),administration,medical billing,85
Kaiser Permanente(kaiserpermanente.org),financial,afterpay,65
Kaiser Permanente(kaiserpermanente.org),administration,patient payments,79
Kaleida Health(kaleidahealth.org),financial,paypal pay in 4,72
Kaleida Health(kaleidahealth.org),administration,medical billing,81
Kalispell Regional Healthcare(kalispellregional.org),personal finance,debt relief,75
Kaweah Health(kaweahhealth.org),personal finance,debt relief,85
Kaweah Health(kaweahhealth.org),financial,afterpay,90
Kelsey-Seybold Clinic(kelsey-seybold.com),financial,sezzle,72
Kelsey-Seybold Clinic(kelsey-seybold.com),administration,patient payments,67
Kelsey-Seybold Clinic(kelsey-seybold.com),financial,wells fargo (wfc),81
Kelsey-Seybold Clinic(kelsey-seybold.com),administration,medical billing,97
Kelsey-Seybold Clinic(kelsey-seybold.com),transactions & payments,payment solutions,97
Kennedy Krieger Institute(kennedykrieger.org),administration,medical billing,62
Kennedy Krieger Institute(kennedykrieger.org),financial,paypal pay later,62
Kennedy Krieger Institute(kennedykrieger.org),financial,paypal pay in 4,70
Kennedy Krieger Institute(kennedykrieger.org),financial,afterpay,79
Kennedy Krieger Institute(kennedykrieger.org),transactions & payments,payment solutions,65
Kettering Health(ketteringhealth.org),financial,paypal pay in 4,92
Kettering Health(ketteringhealth.org),financial,afterpay,96
Kettering Health(ketteringhealth.org),transactions & payments,payment solutions,97
Kettering Health(ketteringhealth.org),administration,patient payments,72
Kettering Health(ketteringhealth.org),financial,paypal (pypl),81
Kettering Health(ketteringhealth.org),administration,medical billing,98
Kindred(kindredhealthcare.com),financial,paypal pay in 4,79
Kindred(kindredhealthcare.com),administration,medical billing,98
Kindred(kindredhealthcare.com),financial,afterpay,85
Kindred(kindredhospitals.com),administration,patient payments,62
Kindred(kindredhospitals.com),administration,medical billing,95
Kindred(kindredhospitals.com),financial,paypal pay in 4,65
King's Daughters Medical Center(kingsdaughtershealth.com),financial,wells fargo (wfc),99
King's Daughters Medical Center(kingsdaughtershealth.com),administration,medical billing,70
Kings Island(visitkingsisland.com),financial,paypal (pypl),62
Kk(add.com),financial,afterpay,79
Kootenai Health(kh.org),financial,afterpay,77
Kootenai Health(kh.org),administration,medical billing,72
"Kriya Therapeutics, Inc.(kriyatherapeutics.com)",administration,patient payments,75
"Kriya Therapeutics, Inc.(kriyatherapeutics.com)",financial,wells fargo (wfc),97
Kuakini Health System(kuakini.org),financial,paypal pay later,83
Kuakini Health System(kuakini.org),financial,wells fargo (wfc),83
L.A. Care Health Plan(lacare.org),personal finance,debt relief,72
LEHIGH VALLEY HOSPITAL(lvh.com),administration,medical billing,88
LEHIGH VALLEY HOSPITAL(lvh.com),administration,patient payments,97
LEHIGH VALLEY HOSPITAL(lvh.com),financial,afterpay,79
La Fitness(lafitness.com),financial,Affirm,72
La Fitness(lafitness.com),financial,affirm,72
Lahey Hospital & Medical Center(lahey.org),administration,medical billing,93
Lahey Hospital & Medical Center(lahey.org),administration,patient payments,77
Lahey Hospital & Medical Center(lahey.org),transactions & payments,payment solutions,67
Lake Charles Memorial Health System(lcmh.com),personal finance,debt relief,72
Lake Charles Memorial Health System(lcmh.com),financial,wells fargo (wfc),97
Lakeland Regional Health System(lakelandhealth.org),financial,klarna,96
Lakeland Regional Health System(lakelandhealth.org),financial,paypal (pypl),67
Lakeland Regional Health System(lakelandhealth.org),administration,patient payments,70
Lakeland Regional Health System(lakelandhealth.org),financial,paypal pay later,65
Lakeland Regional Health System(lakelandhealth.org),administration,medical billing,96
